1.0	-0.802845	0.21342176	-0.061338183	0.05681473	-0.4275856	0.24387391	-0.16978222	0.08744594	-0.086417444	0.16385254	-0.1543875	0.12514175	-0.10357742	0.104426794	-0.15522908	0.1201653	-0.0902189	0.09105115	-0.082114264	0.11220741	-0.10605563	0.09826073	-0.06922976	0.08116715	-0.02743894	0.029959215	-0.058950692	0.0533573	-0.047039013	0.028324274	-0.028516602	0.03020938	-0.031210916	0.0568084
-0.802845	1.0000001	-0.30179957	0.07042625	-0.06621757	0.26535723	-0.37569776	0.20055023	-0.09878381	0.09373775	-0.14563322	0.13493769	-0.12067862	0.09917722	-0.10239191	0.13452606	-0.113324225	0.085001595	-0.08767906	0.07869122	-0.10425435	0.09706438	-0.093090504	0.06519736	-0.077142365	0.025528684	-0.027934255	0.0550544	-0.050234336	0.04432003	-0.026420169	0.026570832	-0.028329074	0.029227708	-0.053616397
0.21342176	-0.30179957	1.0000008	-0.20740195	0.15784523	-0.34602493	0.32266808	-0.62187296	0.21332484	-0.2286086	0.17991108	-0.1946661	0.18156531	-0.17294167	0.1692201	-0.22711113	0.1658042	-0.13200757	0.14129673	-0.13300578	0.16097018	-0.15725525	0.14425838	-0.1047187	0.122416995	-0.04092583	0.044906892	-0.09011679	0.080713615	-0.07142929	0.042229768	-0.0429749	0.045747828	-0.047409136	0.08578346
-0.061338183	0.07042625	-0.20740195	1.0000005	-0.88745683	0.09173588	-0.11106482	0.1362795	-0.30432242	0.24811892	-0.05758337	0.06278762	-0.07754345	0.09063734	-0.09382439	0.07291768	-0.062723525	0.053995814	-0.069048345	0.06538925	-0.05627194	0.05720898	-0.05701423	0.042296156	-0.04986144	0.0151053555	-0.016819773	0.03511326	-0.031830344	0.028340675	-0.015642678	0.01617031	-0.017637074	0.018326055	-0.033489686
0.05681473	-0.06621757	0.15784523	-0.88745683	1.0000007	-0.0890472	0.099228725	-0.12597682	0.2361949	-0.34608272	0.054918587	-0.060073026	0.07249547	-0.08684498	0.089938745	-0.07103142	0.059499457	-0.05131675	0.06482193	-0.06438215	0.05407729	-0.055174403	0.05425338	-0.040620502	0.047709335	-0.014557445	0.016201293	-0.03389958	0.030564044	-0.027249752	0.015060344	-0.015591136	0.016970543	-0.017654508	0.032119285
-0.4275856	0.26535723	-0.34602493	0.09173588	-0.0890472	1.0000006	-0.39680797	0.22156581	-0.13496795	0.1259961	-0.4940777	0.27844638	-0.24707167	0.17811714	-0.18864387	0.24675274	-0.23943448	0.16852604	-0.16747925	0.14410734	-0.20871028	0.18434678	-0.18420164	0.12466029	-0.14883065	0.0490578	-0.053471636	0.103318445	-0.09592726	0.08438826	-0.050898835	0.050539687	-0.053875808	0.055345714	-0.10277052
0.24387391	-0.37569776	0.32266808	-0.11106482	0.099228725	-0.39680797	1.0000008	-0.62057495	0.17529815	-0.17625305	0.20136185	-0.24430543	0.17597933	-0.15658759	0.15049455	-0.2109184	0.16562884	-0.12743331	0.13006882	-0.119433485	0.1501325	-0.14727797	0.13476592	-0.096446216	0.11195271	-0.03762319	0.04121278	-0.08226407	0.07386717	-0.06519648	0.03877457	-0.039361585	0.041753463	-0.04326039	0.078191355
-0.16978222	0.20055023	-0.62187296	0.1362795	-0.12597682	0.22156581	-0.62057495	1.0000008	-0.28153038	0.19959538	-0.13309304	0.14476478	-0.14290746	0.13095887	-0.12844074	0.14491875	-0.121983886	0.097145714	-0.10603459	0.097145006	-0.10883192	0.10694896	-0.10236683	0.07353572	-0.08616661	0.027780714	-0.030608252	0.06187486	-0.05601511	0.049561713	-0.028715177	0.029267296	-0.03140817	0.03253273	-0.0592955
0.08744594	-0.09878381	0.21332484	-0.30432242	0.2361949	-0.13496795	0.17529815	-0.28153038	1.0000006	-0.81305766	0.0894486	-0.10007289	0.13426445	-0.20870309	0.16648825	-0.11491035	0.102703676	-0.093118094	0.12675086	-0.12263084	0.08915268	-0.093695074	0.09432445	-0.07157526	0.08339515	-0.024562959	0.027492683	-0.05866845	0.05293693	-0.047287002	0.025399655	-0.026521394	0.02907994	-0.030333	0.055094253
-0.086417444	0.09373775	-0.2286086	0.24811892	-0.34608272	0.1259961	-0.17625305	0.19959538	-0.81305766	1.0000006	-0.08689106	0.09579047	-0.13287406	0.16714324	-0.20447244	0.11006999	-0.10201138	0.091282524	-0.12666717	0.12409205	-0.08765529	0.091425374	-0.09443697	0.0712507	-0.08427855	0.024229344	-0.027189016	0.058050994	-0.052856475	0.047277186	-0.025120577	0.026210569	-0.028938286	0.030133765	-0.05524461
0.16385254	-0.14563322	0.17991108	-0.05758337	0.054918587	-0.4940777	0.20136185	-0.13309304	0.0894486	-0.08689106	1.000001	-0.68121547	0.2241145	-0.16568285	0.14953537	-0.35441235	0.24115516	-0.16957724	0.14584267	-0.1258194	0.1973089	-0.18857825	0.1622034	-0.111049496	0.124713995	-0.044613805	0.04805068	-0.09204412	0.083003886	-0.072531715	0.045580987	-0.045366615	0.04675439	-0.048405886	0.08641891
-0.1543875	0.13493769	-0.1946661	0.06278762	-0.060073026	0.27844638	-0.24430543	0.14476478	-0.10007289	0.09579047	-0.68121547	1.0000007	-0.35279173	0.19567795	-0.17268407	0.25941387	-0.4119821	0.22162238	-0.18130282	0.14533551	-0.20382391	0.20712072	-0.19694301	0.12813075	-0.1425562	0.047747266	-0.052061584	0.102012694	-0.09358069	0.08140439	-0.048952907	0.049174	-0.051581167	0.053386662	-0.096372314
0.12514175	-0.12067862	0.18156531	-0.07754345	0.07249547	-0.24707167	0.17597933	-0.14290746	0.13426445	-0.13287406	0.2241145	-0.35279173	1.0000004	-0.51316905	0.2473305	-0.29866326	0.30338782	-0.48701316	0.29229048	-0.23811422	0.21857008	-0.27480754	0.26344496	-0.19219458	0.19335741	-0.06075517	0.06810104	-0.14859872	0.13055523	-0.11394167	0.06191998	-0.065733604	0.07049959	-0.0741876	0.12904322
