1.0000001	0.27649954	-0.28591424	-0.18509656	0.1834957	-0.13572527	0.028367797	0.14544934	0.07347908	0.19367675	-0.31164384	-0.35453862	-0.3683901	0.14003305	0.13728154	-0.2618408	-0.46443546	-0.05159119	0.026628114	0.21426563
0.27649954	0.9999998	-0.18379293	-0.3619972	0.105322905	-0.19652109	0.18633302	0.25056553	0.13264374	0.17694546	-0.53402334	-0.36207697	-0.45201328	0.21817914	0.23249832	-0.20503657	-0.24686962	-0.14244562	-0.13916247	0.24495198
-0.28591424	-0.18379293	0.99999976	0.25398925	-0.13206786	0.2878856	-0.0630096	-0.3431588	-0.38264784	-0.5230686	0.13932018	0.24092855	0.22388834	-0.27459386	-0.16682662	0.22277291	0.11461485	0.218843	0.11867735	-0.46583912
-0.18509656	-0.3619972	0.25398925	0.99999976	-0.1004013	0.3039996	-0.18546711	-0.270117	-0.35983905	-0.33007115	0.24097463	0.26468244	0.24570674	-0.5124694	-0.4104998	0.17222837	0.058741648	0.29323933	0.2124114	-0.33001438
0.1834957	0.105322905	-0.13206786	-0.1004013	0.9999996	-0.05706968	-0.011396671	0.075521	-0.013912168	0.16217002	0.02768276	-0.037299868	-0.22992589	0.034133337	0.102141745	-0.5821124	-0.5630107	-0.05706986	0.0018720011	0.091927096
-0.13572527	-0.19652109	0.2878856	0.3039996	-0.05706968	0.9999997	-0.15607822	-0.35835	-0.53069973	-0.3446792	0.1895195	0.25579703	0.22166955	-0.38551822	-0.36562604	0.15261364	0.0026588796	0.29610148	0.2183115	-0.39828914
0.028367797	0.18633302	-0.0630096	-0.18546711	-0.011396671	-0.15607822	0.9999998	0.2631037	0.1881826	0.04068643	-0.39712968	-0.39482728	-0.23320922	0.17247674	0.25642827	0.019047366	0.017850265	-0.33587152	-0.5678563	0.17236955
0.14544934	0.25056553	-0.3431588	-0.270117	0.075521	-0.35835	0.2631037	1.0000001	0.24977785	0.20029515	-0.36511648	-0.3938483	-0.36128104	0.247401	0.2673335	-0.15813197	-0.063231155	-0.22882737	-0.45232376	0.29493886
0.07347908	0.13264374	-0.38264784	-0.35983905	-0.013912168	-0.53069973	0.1881826	0.24977785	1.0000001	0.22805613	-0.1365481	-0.3227866	-0.19686462	0.28702	0.24774814	-0.08131448	0.06645179	-0.4571915	-0.26281485	0.27125952
0.19367675	0.17694546	-0.5230686	-0.33007115	0.16217002	-0.3446792	0.04068643	0.20029515	0.22805613	1.0	-0.11370748	-0.22181615	-0.15173931	0.26771545	0.16812822	-0.43595883	-0.18948466	-0.31649384	-0.08314471	0.2724903
-0.31164384	-0.53402334	0.13932018	0.24097463	0.02768276	0.1895195	-0.39712968	-0.36511648	-0.1365481	-0.11370748	0.9999998	0.29028177	0.25856075	-0.28042516	-0.31113318	0.06172601	0.064728566	0.17871039	0.20730436	-0.20908137
-0.35453862	-0.36207697	0.24092855	0.26468244	-0.037299868	0.25579703	-0.39482728	-0.3938483	-0.3227866	-0.22181615	0.29028177	0.9999998	0.28249756	-0.30695134	-0.23752666	0.12246658	0.090967506	0.22503191	0.22222266	-0.36320397
-0.3683901	-0.45201328	0.22388834	0.24570674	-0.22992589	0.22166955	-0.23320922	-0.36128104	-0.19686462	-0.15173931	0.25856075	0.28249756	0.9999998	-0.1973274	-0.37083605	0.18012978	0.20307256	0.18201046	0.18448117	-0.42042974
0.14003305	0.21817914	-0.27459386	-0.5124694	0.034133337	-0.38551822	0.17247674	0.247401	0.28702	0.26771545	-0.28042516	-0.30695134	-0.1973274	0.9999999	0.253942	-0.2511364	0.0038966534	-0.46456432	-0.22058071	0.26876947
0.13728154	0.23249832	-0.16682662	-0.4104998	0.102141745	-0.36562604	0.25642827	0.2673335	0.24774814	0.16812822	-0.31113318	-0.23752666	-0.37083605	0.253942	0.9999997	-0.07908949	-0.14808571	-0.43490437	-0.3998814	0.2589076
-0.2618408	-0.20503657	0.22277291	0.17222837	-0.5821124	0.15261364	0.019047366	-0.15813197	-0.08131448	-0.43595883	0.06172601	0.12246658	0.18012978	-0.2511364	-0.07908949	0.9999998	0.24943204	0.10636273	-0.0002944638	-0.23186393
-0.46443546	-0.24686962	0.11461485	0.058741648	-0.5630107	0.0026588796	0.017850265	-0.063231155	0.06645179	-0.18948466	0.064728566	0.090967506	0.20307256	0.0038966534	-0.14808571	0.24943204	0.9999998	0.003204897	-0.064089544	-0.13641271
-0.05159119	-0.14244562	0.218843	0.29323933	-0.05706986	0.29610148	-0.33587152	-0.22882737	-0.4571915	-0.31649384	0.17871039	0.22503191	0.18201046	-0.46456432	-0.43490437	0.10636273	0.003204897	1.0	0.25922033	-0.27376494
0.026628114	-0.13916247	0.11867735	0.2124114	0.0018720011	0.2183115	-0.5678563	-0.45232376	-0.26281485	-0.08314471	0.20730436	0.22222266	0.18448117	-0.22058071	-0.3998814	-0.0002944638	-0.064089544	0.25922033	1.0	-0.26098067
0.21426563	0.24495198	-0.46583912	-0.33001438	0.091927096	-0.39828914	0.17236955	0.29493886	0.27125952	0.2724903	-0.20908137	-0.36320397	-0.42042974	0.26876947	0.2589076	-0.23186393	-0.13641271	-0.27376494	-0.26098067	1.0
