1.0000001	-0.52170277	0.1800972	-0.1641683	0.12857273	-0.59897494	0.32770124	-0.14807703	0.1173251	-0.16919115	0.2665654	-0.24998845	0.1649375	-0.14071813	0.16629562	-0.3025784	0.18049034	-0.17677112	0.095322415	-0.0908635	0.13741626	-0.11813772	0.13332427	-0.10030892	0.0835337	-0.15827522	0.12802204	-0.15021631	0.11038793	-0.13001521
-0.52170277	1.0000002	-0.3702421	0.20425121	-0.1738273	0.28245267	-0.6060602	0.17090142	-0.14823318	0.17944156	-0.20522946	0.20273	-0.15527634	0.1267504	-0.17102599	0.18533783	-0.14781511	0.13540843	-0.081068635	0.07461442	-0.10782438	0.091687486	-0.10793953	0.07970237	-0.067776196	0.11256304	-0.10323185	0.1118701	-0.08867608	0.09821881
0.1800972	-0.3702421	1.0000004	-0.69158185	0.27846313	-0.11639031	0.18707769	-0.36114416	0.2328686	-0.32624584	0.095513806	-0.11802377	0.09918333	-0.095849246	0.12188995	-0.09682121	0.08209434	-0.08408196	0.052394386	-0.049818248	0.060160864	-0.052557603	0.06522782	-0.050649207	0.04323975	-0.06580034	0.059125274	-0.06956399	0.054743335	-0.06330888
-0.1641683	0.20425121	-0.69158185	1.0000001	-0.5464651	0.097873256	-0.16258949	0.2189608	-0.22795403	0.27902162	-0.08231184	0.097402416	-0.08435209	0.0812569	-0.11114334	0.0810706	-0.070449285	0.070553355	-0.04512845	0.042519312	-0.05166135	0.04485711	-0.055783454	0.043075733	-0.036962423	0.05547697	-0.050844885	0.058568727	-0.046802133	0.05331006
0.12857273	-0.1738273	0.27846313	-0.5464651	0.9999997	-0.08411815	0.12756142	-0.25696033	0.22982387	-0.6940857	0.07601717	-0.102126025	0.08914796	-0.099110514	0.12969632	-0.079732075	0.07080341	-0.075593576	0.049496975	-0.04797548	0.051881514	-0.04582679	0.05856026	-0.046893053	0.040281497	-0.057428416	0.051655054	-0.06299251	0.049837288	-0.058661938
-0.59897494	0.28245267	-0.11639031	0.097873256	-0.08411815	0.99999934	-0.5401778	0.09758506	-0.08091206	0.104023516	-0.45885423	0.21871784	-0.14364304	0.10969566	-0.13525692	0.25134987	-0.15752007	0.13619287	-0.0726284	0.067292854	-0.11225306	0.09441413	-0.103695795	0.07460858	-0.062151104	0.11591874	-0.102389105	0.109137304	-0.08284609	0.092549406
0.32770124	-0.6060602	0.18707769	-0.16258949	0.12756142	-0.5401778	0.99999917	-0.16212638	0.12361008	-0.16271004	0.24626298	-0.3047966	0.17069565	-0.13782136	0.16254045	-0.24477576	0.16527423	-0.15692538	0.084804736	-0.07942571	0.117491506	-0.102177955	0.11690907	-0.0864317	0.07218701	-0.12820852	0.11093994	-0.12523857	0.09466202	-0.10824932
-0.14807703	0.17090142	-0.36114416	0.2189608	-0.25696033	0.09758506	-0.16212638	0.9999992	-0.8079033	0.26775515	-0.0867761	0.11495967	-0.12279031	0.10044629	-0.12636931	0.08696459	-0.07949156	0.0837634	-0.051622048	0.04812563	-0.05647841	0.049875777	-0.06355789	0.048721712	-0.04165934	0.06061181	-0.0562725	0.06548091	-0.05240968	0.059487578
0.1173251	-0.14823318	0.2328686	-0.22795403	0.22982387	-0.08091206	0.12361008	-0.8079033	0.99999917	-0.4311175	0.07345281	-0.103185855	0.10015228	-0.09817414	0.11708529	-0.0765504	0.06932472	-0.07560458	0.046971813	-0.044653427	0.049582582	-0.04411345	0.056631446	-0.044405133	0.037932735	-0.054298285	0.04951189	-0.059586275	0.04719308	-0.054773003
-0.16919115	0.17944156	-0.32624584	0.27902162	-0.6940857	0.104023516	-0.16271004	0.26775515	-0.4311175	0.9999989	-0.0949122	0.12278005	-0.11381335	0.1260173	-0.20252664	0.0963421	-0.088016145	0.09180408	-0.06297211	0.06029715	-0.064137265	0.056398608	-0.07258416	0.05794299	-0.050273348	0.06930452	-0.064046614	0.07611825	-0.06168197	0.07106905
