1.0	-0.17194347	0.07904173	-0.03836372	0.026560292	-0.934469	0.111932084	-0.06595688	0.04314759	-0.024491638	0.19061618	-0.09205255	0.060610585	-0.04123957	0.03649583	-0.0944738	0.07473592	-0.06053909	0.050324045	-0.039957236	0.088881835	-0.055494383	0.057719734	-0.04430629	0.04569758
-0.17194347	1.0000004	-0.30378324	0.13052101	-0.09060674	0.13817215	-0.72209686	0.22456364	-0.15292835	0.08173058	-0.21689236	0.29935765	-0.22348529	0.13397473	-0.12167185	0.11287297	-0.2862238	0.19857238	-0.17050813	0.12661369	-0.13990192	0.17423739	-0.20427883	0.140878	-0.15362585
0.07904173	-0.30378324	1.0000004	-0.403924	0.15176694	-0.07518254	0.20520222	-0.627523	0.2704725	-0.14895587	0.15818633	-0.24030596	0.27059558	-0.19824779	0.15624024	-0.08889198	0.19693412	-0.28128132	0.1958756	-0.17381619	0.11039878	-0.16574526	0.16489173	-0.16155328	0.15397829
-0.03836372	0.13052101	-0.403924	1.0000005	-0.3376377	0.035930227	-0.09760368	0.22759925	-0.7605808	0.24226433	-0.0817901	0.11380186	-0.14916362	0.18335502	-0.16412088	0.045966703	-0.10511164	0.13953838	-0.15766838	0.13705191	-0.05801432	0.09065987	-0.097302936	0.10965745	-0.11765777
0.026560292	-0.09060674	0.15176694	-0.3376377	1.0000007	-0.024956807	0.06475539	-0.13067801	0.24964322	-0.86679655	0.0571036	-0.079991795	0.095162645	-0.17094615	0.17912357	-0.03249302	0.07356221	-0.098345794	0.1230975	-0.15316984	0.04085035	-0.06895925	0.07232408	-0.0963101	0.098856285
-0.934469	0.13817215	-0.07518254	0.035930227	-0.024956807	1.0000001	-0.112771995	0.061405532	-0.040683646	0.02293557	-0.24549301	0.085918926	-0.057565473	0.038548026	-0.03427192	0.092643276	-0.0720637	0.056687288	-0.047414802	0.03727099	-0.09059597	0.052175593	-0.055052746	0.041442484	-0.043086752
0.111932084	-0.72209686	0.20520222	-0.09760368	0.06475539	-0.112771995	1.0	-0.23641413	0.111005165	-0.06019188	0.14794958	-0.5314248	0.18578804	-0.10414854	0.08956553	-0.08408222	0.23833238	-0.17771854	0.1276796	-0.09699106	0.0969228	-0.15407787	0.15187831	-0.10915138	0.1099491
-0.06595688	0.22456364	-0.627523	0.22759925	-0.13067801	0.061405532	-0.23641413	1.0	-0.29584578	0.12150974	-0.13487689	0.21369651	-0.5256173	0.17882377	-0.14833531	0.0764391	-0.2045281	0.26812997	-0.19985776	0.14807883	-0.09524677	0.14962323	-0.16602303	0.14375845	-0.14670259
0.04314759	-0.15292835	0.2704725	-0.7605808	0.24964322	-0.040683646	0.111005165	-0.29584578	1.0	-0.32265535	0.09024285	-0.13222073	0.16656038	-0.26378614	0.18240839	-0.051238615	0.1180271	-0.16470143	0.17454465	-0.16250895	0.064028606	-0.10359378	0.108026095	-0.12594052	0.12810461
-0.024491638	0.08173058	-0.14895587	0.24226433	-0.86679655	0.02293557	-0.06019188	0.12150974	-0.32265535	1.0	-0.053192243	0.07370803	-0.0927204	0.16784467	-0.23630005	0.030283224	-0.06979183	0.092517175	-0.12603416	0.146313	-0.038181975	0.06469133	-0.06956844	0.09196658	-0.10039054
