0.99999994	-0.5833364	0.24970403	-0.16129379	0.16954966	-0.5008701	0.31765145	-0.17539912	0.15193151	-0.124186	0.2615205	-0.27869463	0.15848148	-0.20221807	0.14214475	-0.23845223	0.2001487	-0.19697396	0.14526543	-0.21709573	0.15138678	-0.148627	0.14126071	-0.15311044	0.13402304	-0.13119899	0.14420816	-0.12584396	0.12676111	-0.14633974	0.10664581	-0.1519287	0.113385975	-0.11641116	0.095742	-0.12036741	0.13194554	-0.11333762	0.11684243	-0.10332424	0.095012054	-0.07290942	0.09034236	-0.068295546	0.1469427
-0.5833364	0.9999998	-0.43470007	0.18554182	-0.19966577	0.28197044	-0.513523	0.16643773	-0.15551293	0.12341591	-0.23323168	0.22923563	-0.14255169	0.16947557	-0.14238895	0.17724131	-0.18171488	0.15995672	-0.120453194	0.1734712	-0.12506798	0.120764606	-0.1170871	0.12222029	-0.10947646	0.10326589	-0.11944018	0.10112895	-0.10322805	0.11546793	-0.086147934	0.11983243	-0.09165945	0.09260378	-0.07693824	0.094100446	-0.10797761	0.09007613	-0.09499252	0.08206817	-0.07796789	0.059283927	-0.07380967	0.055517662	-0.1200695
0.24970403	-0.43470007	0.99999994	-0.5457917	0.29800764	-0.17037304	0.20911717	-0.27215222	0.2407632	-0.20611688	0.15831918	-0.18179817	0.203634	-0.27541715	0.20513093	-0.14931999	0.14723206	-0.25702032	0.18727821	-0.2850266	0.12444208	-0.12893166	0.13798092	-0.17477486	0.1537328	-0.10842807	0.13036424	-0.12268882	0.12910326	-0.15265997	0.09485515	-0.14174676	0.111522965	-0.115453556	0.09807578	-0.106024705	0.12775253	-0.11181211	0.11752662	-0.10532442	0.09344159	-0.07127309	0.09338321	-0.070209935	0.15390344
-0.16129379	0.18554182	-0.5457917	1.0000001	-0.6635047	0.102639295	-0.13015461	0.22192231	-0.33288714	0.22597764	-0.1008731	0.11207615	-0.15935956	0.19938861	-0.22456054	0.09246504	-0.09430929	0.17160016	-0.13110709	0.18701333	-0.079455145	0.08172182	-0.08935954	0.1125859	-0.10228036	0.06828466	-0.08348507	0.07805251	-0.083249845	0.09645147	-0.060255468	0.088970296	-0.07117974	0.073009685	-0.06254793	0.06653093	-0.08180382	0.07049869	-0.07522977	0.06650272	-0.059957955	0.04552792	-0.059914276	0.04491521	-0.09886328
0.16954966	-0.19966577	0.29800764	-0.6635047	1.0	-0.11582992	0.13915983	-0.25481856	0.26356524	-0.3997438	0.116505556	-0.1337919	0.18830301	-0.25959072	0.2631845	-0.11229167	0.113001965	-0.23207326	0.17316554	-0.2670604	0.09930893	-0.10410859	0.11528061	-0.15289637	0.13615927	-0.08657062	0.1061862	-0.10182752	0.10849183	-0.12863588	0.07672667	-0.1154318	0.092395104	-0.09559151	0.08185214	-0.08539598	0.10495135	-0.09195449	0.09736495	-0.08742808	0.07689873	-0.058557343	0.07732658	-0.058096465	0.12778582
-0.5008701	0.28197044	-0.17037304	0.102639295	-0.11582992	0.9999997	-0.579034	0.12541224	-0.10883326	0.08183315	-0.5161629	0.27229628	-0.11368609	0.1285005	-0.09641802	0.22475982	-0.20374487	0.12296571	-0.092452906	0.13026598	-0.1295196	0.11782872	-0.104845695	0.09956443	-0.08837297	0.10250173	-0.11194334	0.08944602	-0.08797023	0.09689796	-0.08027111	0.10709331	-0.079468854	0.07956959	-0.06442518	0.087102495	-0.093375996	0.07676419	-0.07979916	0.06870703	-0.06638225	0.05071497	-0.060162496	0.045513585	-0.096853144
0.31765145	-0.513523	0.20911717	-0.13015461	0.13915983	-0.579034	0.9999996	-0.18263397	0.13900302	-0.101594865	0.28341094	-0.42052254	0.1439852	-0.16089617	0.11662812	-0.2285351	0.21551913	-0.15214732	0.11245166	-0.15726611	0.13263412	-0.13009953	0.11598937	-0.11587184	0.10244591	-0.110338345	0.12109134	-0.09990666	0.098604724	-0.1101588	0.086615466	-0.11891536	0.08850165	-0.08924307	0.07252212	-0.09555638	0.10287267	-0.08585866	0.089078754	-0.07745609	0.073323034	-0.05613831	0.067409456	-0.051013224	0.10892699
-0.17539912	0.16643773	-0.27215222	0.22192231	-0.25481856	0.12541224	-0.18263397	0.99999946	-0.6711201	0.22378224	-0.12694849	0.14655992	-0.4823028	0.2905468	-0.25789973	0.11035827	-0.119513914	0.24018103	-0.18390472	0.20235676	-0.09399707	0.095664084	-0.10608077	0.12895657	-0.12196186	0.078906566	-0.09790084	0.08945253	-0.09651155	0.10732999	-0.06948784	0.10017067	-0.08162598	0.082305126	-0.0709837	0.07538819	-0.09409832	0.079073526	-0.08603491	0.07432436	-0.06896591	0.052085694	-0.06842103	0.051117513	-0.11291239
0.15193151	-0.15551293	0.2407632	-0.33288714	0.26356524	-0.10883326	0.13900302	-0.6711201	0.9999994	-0.36886457	0.109220386	-0.12850569	0.27207083	-0.36871818	0.25863045	-0.10017816	0.10488357	-0.2438167	0.1831848	-0.22221377	0.08679514	-0.09007105	0.100916326	-0.13169043	0.12095453	-0.07399701	0.09174313	-0.08613021	0.092628345	-0.105807476	0.06522372	-0.09574768	0.07794445	-0.0793169	0.0682645	-0.07138936	0.08863684	-0.07573736	0.08166531	-0.0717748	0.06485424	-0.049142484	0.064527854	-0.04834835	0.1065892
-0.124186	0.12341591	-0.20611688	0.22597764	-0.3997438	0.08183315	-0.101594865	0.22378224	-0.36886457	0.9999995	-0.08468069	0.09496344	-0.16165143	0.20285976	-0.7564227	0.07901467	-0.08206113	0.16830756	-0.13941966	0.20500226	-0.071285546	0.07399505	-0.08390218	0.110041484	-0.10497887	0.061076354	-0.07621736	0.07228668	-0.07849653	0.090422474	-0.054467883	0.08053172	-0.06583308	0.06722742	-0.0582216	0.059717387	-0.074965365	0.06434056	-0.06947254	0.061258927	-0.05502615	0.041678414	-0.055248164	0.041363332	-0.09143952
